Author,Closeness,Betweenness,Centrality
sp56,0.47779096532872967,0.0,0.005952380952380952
sqrtcat,0.4781521074038081,0.0,0.00744047619047619
zfArthur,0.4734994297120046,0.0,0.004464285714285714
laiweijiemu,0.4200499588945804,0.0,0.004464285714285714
dcdebug,0.4781521074038081,6.610268413014849e-05,0.00744047619047619
minbaby,0.5028578999167235,0.0,0.10119047619047619
hotrush,0.4781521074038081,0.0,0.00744047619047619
layasugar,0.5028578999167235,0.0,0.10119047619047619
EdenChan,0.4799660380085266,0.0028874813710879285,0.005952380952380952
ryanho2009,0.4781521074038081,0.0,0.00744047619047619
ywqyuan,0.5040599506734965,0.0008263253140302321,0.1056547619047619
6xiaowu9,0.4734994297120046,0.0,0.004464285714285714
first236108,0.47851379583603487,0.0,0.005952380952380952
G-Bruin,0.4734994297120046,0.0,0.004464285714285714
xiabin,0.4175546126041176,0.0,0.001488095238095238
wslinging,0.5093359404953608,0.0005552051821932382,0.10416666666666666
rondaful,0.47314527905403,0.0,0.002976190476190476
trrtly,0.4781521074038081,0.0,0.00744047619047619
php-lsys,0.5040599506734965,0.0002458016655908929,0.10416666666666666
hihozhou,0.5028578999167235,0.0,0.10119047619047619
tw2066,0.5032579459787097,7.137050728704976e-05,0.10267857142857142
rainbowMorelhahahah,0.4781521074038081,0.00013876814594027709,0.00744047619047619
stltd,0.47314527905403,0.0,0.002976190476190476
xemxx,0.4799660380085266,8.870910510254773e-07,0.00744047619047619
id0612,0.47314527905403,0.0,0.002976190476190476
guoguicheng,0.4734994297120046,0.0,0.004464285714285714
biiiiiigmonster,0.47492134992134993,0.0,0.005952380952380952
DavidYanXW,0.5028578999167235,0.0,0.10119047619047619
TimidHaunter,0.4175546126041176,0.0,0.001488095238095238
hpc-lib,0.4738541109327626,0.0,0.005952380952380952
xwp93922,0.4734994297120046,0.0,0.004464285714285714
kenny1002,0.47492134992134993,0.0028874813710879285,0.008928571428571428
MrCJJW,0.4774303683737646,0.0,0.004464285714285714
jlzan1314,0.5032579459787097,7.367784007128271e-05,0.10267857142857142
wzzq,0.4803304769136204,7.39242542521231e-07,0.008928571428571428
bugsos,0.47314527905403,0.0,0.002976190476190476
songmingming121,0.47314527905403,0.0,0.002976190476190476
lin1622,0.4738541109327626,0.0,0.004464285714285714
JasonYHZ,0.49537606741992024,0.008846476906559332,0.06994047619047619
ren-jimmy,0.47492134992134993,0.0,0.005952380952380952
wuchengzu,0.47779096532872967,0.0,0.005952380952380952
windqyoung,0.47456506983888824,0.0002954118805992342,0.008928571428571428
david2066,0.4175546126041176,0.0,0.001488095238095238
XIONGchanghu,0.4799660380085266,0.00021855870702208795,0.011904761904761904
pkdog,0.47420932390947385,2.956970170084924e-06,0.005952380952380952
songweihang,0.47960215170222753,4.17408021330738e-05,0.005952380952380952
daydaygo,0.4843761394297382,0.00103315301979343,0.023809523809523808
brewlin,0.5028578999167235,0.0,0.10119047619047619
dengkangfa,0.47779096532872967,0.0,0.005952380952380952
995933447,0.5028578999167235,0.0,0.10119047619047619
panyongwei,0.5138872770879269,0.005916880644765464,0.13839285714285712
pekoe0210,0.47420932390947385,0.0,0.005952380952380952
yimao-liu,0.47314527905403,0.0,0.002976190476190476
tanpeng,0.5044619123566492,0.00046519125119827675,0.10714285714285714
chenoh,0.47851379583603487,6.204021033965677e-05,0.008928571428571428
cpj555,0.4799660380085266,5.5755466724719576e-06,0.005952380952380952
zllsdm006x,0.4175546126041176,0.0,0.001488095238095238
zl00733,0.4806954696772326,0.00034930458205953196,0.017857142857142856
glenshappy,0.4738541109327626,0.0,0.004464285714285714
zhezhong17,0.4774303683737646,0.0,0.004464285714285714
luckyhlq,0.47923881673881674,0.0,0.004464285714285714
mrchenzifan,0.47960215170222753,0.0,0.005952380952380952
m2cc,0.4781521074038081,0.00012811073261892933,0.00744047619047619
Xs2296,0.4738541109327626,0.0,0.004464285714285714
amuluowin,0.5028578999167235,0.0,0.10119047619047619
luguohua0394,0.5040599506734965,0.00038417042854715813,0.1056547619047619
heavenqq,0.47314527905403,0.0,0.002976190476190476
xutao123777,0.4738541109327626,0.0,0.005952380952380952
porsion,0.4734994297120046,0.0,0.004464285714285714
zhangxuanru,0.4810610175629187,2.3473080078360044e-05,0.011904761904761904
herojhc,0.5036586290567182,0.00021657870384451163,0.10416666666666666
no-serve-people,0.5028578999167235,0.0,0.10119047619047619
zhuzhuolong,0.4734994297120046,0.0,0.004464285714285714
doubunv,0.4734994297120046,0.0,0.004464285714285714
mredencom,0.47314527905403,0.0,0.002976190476190476
dmk629,0.47314527905403,0.0,0.002976190476190476
guoshuaiping,0.4781521074038081,0.0,0.00744047619047619
zhana0,0.4817937837739818,6.547576805188046e-06,0.01488095238095238
zqtop,0.47314527905403,0.0,0.002976190476190476
TSMGO,0.4175546126041176,0.0,0.001488095238095238
ronylee,0.47960215170222753,3.9008854143514553e-05,0.013392857142857142
shiqwang,0.4734994297120046,0.0,0.004464285714285714
xxy123456,0.5028578999167235,0.0,0.10119047619047619
dyf991645,0.4197712263405694,0.0,0.002976190476190476
icyfire,0.41783040825312956,0.0,0.002976190476190476
longjianghu,0.48773726915592763,0.00011959657687906443,0.023809523809523808
13193310336,0.5028578999167235,0.0,0.10119047619047619
daviscai,0.43298784263876666,0.0,0.004464285714285714
Hetystars,0.4806954696772326,0.00026809254840444967,0.013392857142857142
CodeMonkeyLuffy,0.4810610175629187,5.913940340169848e-06,0.010416666666666666
louvxiao,0.4799660380085266,1.1429827003597494e-05,0.00744047619047619
JIAOBANTANG,0.4734994297120046,0.0,0.004464285714285714
neooyoung,0.4175546126041176,0.0,0.001488095238095238
233cy,0.4946014371346662,0.0008017726973816303,0.04613095238095238
ekk0,0.4738541109327626,0.0,0.005952380952380952
cwp6,0.4186599855031357,0.0,0.002976190476190476
Mrzhengyixuan,0.47923881673881674,0.0,0.004464285714285714
5SMNOONMS5,0.4774303683737646,0.0,0.004464285714285714
chaiyanlin,0.4323959248771279,0.0,0.002976190476190476
usjstb,0.47923881673881674,0.0,0.004464285714285714
yemaozi999,0.5028578999167235,0.0,0.10119047619047619
newpurr,0.47314527905403,0.0,0.002976190476190476
kyleliwotian,0.4810610175629187,0.0,0.011904761904761904
dume2007,0.4738541109327626,0.0,0.005952380952380952
xiongbenwu,0.4175546126041176,0.0,0.001488095238095238
sandea,0.47314527905403,0.0,0.002976190476190476
wiidz,0.47420932390947385,0.0,0.005952380952380952
janartist,0.47851379583603487,0.0,0.005952380952380952
gouchaoer,0.4512091569866178,4.899417955624042e-05,0.00744047619047619
hiicup,0.4175546126041176,0.0,0.001488095238095238
geXingW,0.5036586290567182,8.664956504002699e-05,0.10267857142857142
remexsky,0.47314527905403,0.0,0.002976190476190476
AridanJohn,0.47923881673881674,2.4461887752285883e-05,0.008928571428571428
gvzhang,0.41783040825312956,0.0,0.002976190476190476
TengYun-ty,0.5028578999167235,0.0,0.10119047619047619
AmdRyZen,0.5040599506734965,0.00012439120779550848,0.1056547619047619
yelstr,0.5028578999167235,0.0,0.10119047619047619
zhongjie19,0.4738541109327626,0.0,0.005952380952380952
lifinsky,0.47851379583603487,0.0,0.005952380952380952
smilecc,0.47314527905403,0.0,0.002976190476190476
sunxiaojiao,0.47779096532872967,0.0,0.005952380952380952
wvfeng,0.4788760318661908,1.9656811225897874e-05,0.00744047619047619
dizys,0.4738541109327626,0.0,0.005952380952380952
cooooommon,0.4738541109327626,6.688032888267081e-05,0.005952380952380952
jianhuihi,0.4810610175629187,5.774621553310078e-06,0.011904761904761904
lzylyd,0.47314527905403,0.0,0.002976190476190476
deepziyu,0.5028578999167235,0.0,0.10119047619047619
CoderPoet,0.47923881673881674,0.0,0.004464285714285714
geekmanvip,0.4799660380085266,0.0,0.00744047619047619
coltguo,0.47314527905403,0.0,0.002976190476190476
Smurfs-xxl,0.47314527905403,0.0,0.002976190476190476
ata-amini,0.4175546126041176,0.0,0.001488095238095238
Stitch-June,0.47779096532872967,0.0,0.005952380952380952
alukaa,0.5118084450608722,0.0007393592568990848,0.11160714285714285
Hiber0385,0.47923881673881674,0.0,0.004464285714285714
lzmshow,0.4788760318661908,6.904029318602449e-05,0.008928571428571428
LeoWangYi,0.4734994297120046,0.0,0.004464285714285714
gonghoubin,0.47779096532872967,0.0,0.005952380952380952
yangshen1987,0.47960215170222753,0.0,0.005952380952380952
jianwubayiba,0.48363550313091597,9.551370592992899e-05,0.020833333333333332
stevennight,0.4359719077155328,0.0,0.002976190476190476
chang1314,0.4359719077155328,0.0,0.002976190476190476
MansonWongDev,0.4788760318661908,1.073661787947502e-05,0.00744047619047619
RodyTime,0.4175546126041176,0.0,0.001488095238095238
lu8533783,0.4734994297120046,9.676684881602913e-05,0.004464285714285714
jormin,0.4738541109327626,0.0,0.005952380952380952
SuKerd,0.48252878573244706,1.3749911290894897e-05,0.020833333333333332
zengzhichao,0.4734994297120046,0.0,0.004464285714285714
shulinqian,0.5028578999167235,0.0,0.10119047619047619
yanwuguangjun,0.5097463642991443,0.0002920693375026764,0.10416666666666666
guoyoung,0.47314527905403,0.0,0.002976190476190476
bostin,0.4803304769136204,8.448838220500986e-05,0.008928571428571428
xioayangguang,0.47314527905403,0.0,0.002976190476190476
sowork,0.5028578999167235,0.0,0.10119047619047619
jqcool,0.5028578999167235,0.0,0.10119047619047619
MassiCav,0.47923881673881674,0.0,0.00744047619047619
Huangsh17,0.47314527905403,0.0,0.002976190476190476
fatjiong,0.4323959248771279,0.0,0.002976190476190476
eyehere,0.4774303683737646,0.0,0.004464285714285714
goddanao,0.4774303683737646,0.0,0.004464285714285714
lengfengbyit,0.47456506983888824,8.490056592568837e-05,0.00744047619047619
520myww,0.47314527905403,0.0,0.002976190476190476
wcaqrl,0.4383889383889384,0.00015804081586902091,0.00744047619047619
tangxunye,0.4208883819662263,0.0,0.002976190476190476
NYYYL,0.47923881673881674,0.0003826213794012381,0.008928571428571428
Ederth,0.4781521074038081,4.060377669862447e-05,0.00744047619047619
ljfreelancer88,0.4774303683737646,0.0,0.004464285714285714
zhenhua2340,0.4781521074038081,1.626861623934223e-05,0.00744047619047619
laiheli,0.4326916813236923,0.0,0.004464285714285714
gitzhuhe,0.47314527905403,0.0,0.002976190476190476
aslackers,0.47779096532872967,0.0,0.005952380952380952
AlvinQinwen,0.47314527905403,0.0,0.002976190476190476
zibber2015,0.47923881673881674,0.0,0.004464285714285714
sakuraovq,0.6001852353844764,0.08743973028253958,0.3794642857142857
inhere,0.8525542292388654,0.5366989885879414,0.8363095238095237
ctfang,0.47851379583603487,0.00014659707648583524,0.008928571428571428
XuanYi2018,0.4799660380085266,0.0005267192720620451,0.01488095238095238
jockite,0.4175546126041176,0.0,0.001488095238095238
BardoQi,0.5028578999167235,0.0,0.10119047619047619
hupeng312,0.4884905313476742,0.00014814214509031618,0.02232142857142857
majorzhong,0.47456506983888824,0.0,0.004464285714285714
DeivaLiang,0.47314527905403,0.0,0.002976190476190476
xyip,0.4734994297120046,0.0,0.004464285714285714
yumindayu,0.47960215170222753,0.003231715581353648,0.020833333333333332
penghcheng,0.41893724377168085,0.0,0.002976190476190476
RuizhaoLee,0.4828971283169757,0.0015079679669053022,0.02232142857142857
yudingbin,0.4803304769136204,0.0,0.008928571428571428
chenjing0521,0.5044619123566492,0.00039293690227797085,0.10714285714285714
zombiesbyte,0.47314527905403,0.0,0.002976190476190476
guoyahao,0.48252878573244706,2.9532739573723187e-05,0.020833333333333332
xxdyu,0.4788760318661908,5.544319068909233e-06,0.010416666666666666
zengzhuozhen,0.4175546126041176,0.0,0.001488095238095238
Bruce-K,0.4175546126041176,0.0,0.001488095238095238
clarifysky,0.4175546126041176,0.0,0.001488095238095238
yunxi177,0.4803304769136204,2.659652646025093e-05,0.008928571428571428
kuoshijia,0.4734994297120046,0.0,0.004464285714285714
dengqingpei1990,0.47779096532872967,0.0,0.005952380952380952
12black,0.47527816536081,0.0,0.004464285714285714
AoeSyL,0.5097463642991443,0.00037691837736503854,0.1056547619047619
phonehold,0.4175546126041176,0.0,0.001488095238095238
etoup,0.47851379583603487,1.8855965138166542e-05,0.008928571428571428
wp-breeder,0.47420932390947385,2.956970170084924e-06,0.00744047619047619
solarhell,0.5097463642991443,0.0003142206122187101,0.1056547619047619
xiaoproject,0.47314527905403,0.0,0.002976190476190476
Sun-FreePort,0.4821610046457607,9.683996071583893e-05,0.011904761904761904
YeDongaidiiqu,0.4810610175629187,0.0001921424892938258,0.010416666666666666
AaronW-BE,0.4817937837739818,3.540971778676696e-05,0.01488095238095238
kxg3030,0.47314527905403,0.0,0.002976190476190476
372620040,0.5101574500768049,0.0004478989760173637,0.10714285714285714
583128870,0.4788760318661908,1.3341567791216503e-05,0.008928571428571428
eaglering,0.47960215170222753,1.478485085042462e-05,0.005952380952380952
whiteCcinn,0.49498844921380136,0.0017904473124834305,0.050595238095238096
kumaomao,0.47314527905403,0.0,0.002976190476190476
jury09,0.4186599855031357,0.0,0.004464285714285714
Veitor,0.4323959248771279,0.0,0.002976190476190476
simpleKalvin,0.4738541109327626,2.931272691225854e-05,0.005952380952380952
Skycn999,0.43298784263876666,1.478485085042462e-06,0.005952380952380952
opjklu,0.47923881673881674,0.0,0.004464285714285714
azhuang321,0.4774303683737646,0.0,0.004464285714285714
simplephp,0.47314527905403,0.0,0.002976190476190476
cmliangchu,0.4734994297120046,0.0,0.004464285714285714
zoulux,0.4734994297120046,0.0,0.004464285714285714
fsrm365,0.4323959248771279,0.0,0.002976190476190476
damaainan,0.4738541109327626,0.0,0.005952380952380952
caojianhui123,0.47314527905403,0.0,0.002976190476190476
jivenbest,0.41838309397833207,0.0,0.002976190476190476
wyz9527,0.4175546126041176,0.0,0.001488095238095238
hidahua,0.5052677620568994,0.000669189006387764,0.10714285714285714
datou-leo,0.4781521074038081,0.0,0.00744047619047619
xiangjihan,0.5072936953450186,0.0005870573906022058,0.11458333333333333
zhouxinHu,0.47314527905403,0.0,0.002976190476190476
xnnyeYp,0.5093359404953608,0.00030434802566490696,0.10416666666666666
zhouki1117,0.4175546126041176,0.0,0.001488095238095238
yunkumo,0.47314527905403,0.0,0.002976190476190476
zeroxxmmbm,0.47779096532872967,0.0,0.005952380952380952
phenixsoul,0.47923881673881674,3.481688366987494e-05,0.011904761904761904
liuxingyuxia,0.4738541109327626,0.0,0.005952380952380952
lion1120lion,0.48142712183808073,3.2949096180946296e-06,0.013392857142857142
dobyte,0.5036586290567182,0.0005508835426868213,0.10416666666666666
jingpg,0.47314527905403,0.0,0.002976190476190476
cgyhbc,0.5097463642991443,0.0003783623651013243,0.1056547619047619
abnerwei,0.41783040825312956,0.0,0.002976190476190476
823688826,0.4774303683737646,0.0,0.004464285714285714
assert6,0.4843761394297382,0.00017005388485854752,0.010416666666666666
jeristiano,0.4362725779967159,0.0,0.004464285714285714
rlgy,0.47563551736484067,5.869937807876918e-06,0.010416666666666666
cheerego,0.5028578999167235,0.0,0.10119047619047619
cirvor,0.47563551736484067,0.0006704739449709656,0.013392857142857142
sushaowei,0.47923881673881674,0.0,0.004464285714285714
dongqibin,0.47960215170222753,0.0005586647121032174,0.010416666666666666
andiechang,0.4788760318661908,0.00015140215301222322,0.010416666666666666
gankbat,0.4734994297120046,0.0,0.004464285714285714
wuchuguang,0.47960215170222753,0.0,0.005952380952380952
jason136766,0.4359719077155328,0.0,0.002976190476190476
zuobee,0.4774303683737646,0.0,0.004464285714285714
zhao05141237,0.47420932390947385,0.0,0.005952380952380952
UncleZh,0.47314527905403,0.0,0.002976190476190476
joewongex,0.41838309397833207,0.0,0.002976190476190476
chunpat,0.47420932390947385,2.956970170084924e-06,0.00744047619047619
tgl123,0.48142712183808073,4.617625738820118e-05,0.013392857142857142
yangtongbing,0.4781521074038081,0.0,0.00744047619047619
Sparkinzy,0.47314527905403,0.0,0.002976190476190476
769835303,0.4810610175629187,4.776644120906416e-06,0.010416666666666666
linkimfly,0.4774303683737646,0.0,0.004464285714285714
zqe,0.47314527905403,0.0,0.002976190476190476
RingRan,0.4774303683737646,0.0,0.004464285714285714
adotpeng,0.50892617706777,0.00020541977246264914,0.10267857142857142
Littlesqx,0.4799660380085266,0.0,0.00744047619047619
PeterYangs,0.48142712183808073,4.620617911016037e-05,0.013392857142857142
donglf681,0.4774303683737646,0.0,0.004464285714285714
zarte,0.4788760318661908,0.0005294689354602433,0.010416666666666666
yggo,0.4734994297120046,0.0,0.004464285714285714
scmforever,0.4799660380085266,0.0,0.005952380952380952
xiongxin,0.4799660380085266,0.0,0.00744047619047619
yyun543,0.47923881673881674,0.0,0.004464285714285714
117311730,0.47314527905403,0.0,0.002976190476190476
alexsunnysun,0.47960215170222753,0.0,0.005952380952380952
gavinz8,0.4326916813236923,0.0,0.004464285714285714
sentrychen,0.47314527905403,0.0,0.002976190476190476
djfzqq,0.4738541109327626,0.0,0.005952380952380952
nanyounanyounan,0.47635183591508895,0.000250455373406193,0.016369047619047616
yexk,0.4781521074038081,0.0,0.00744047619047619
yourphp,0.47923881673881674,0.0,0.004464285714285714
shanliu,0.5040599506734965,0.0002458016655908929,0.10416666666666666
ChangeChe,0.4803304769136204,0.00034824825049968773,0.016369047619047616
qq2504021719,0.47314527905403,0.0,0.002976190476190476
kiroto123,0.47314527905403,0.0,0.002976190476190476
okami-chen,0.4738541109327626,9.898457644359282e-05,0.005952380952380952
windsdeng,0.47960215170222753,0.0,0.005952380952380952
ciwei11,0.47779096532872967,0.0,0.005952380952380952
xiaotianhu,0.5028578999167235,0.0,0.10119047619047619
foolzhou,0.47314527905403,0.0,0.002976190476190476
tingfeng-key,0.4738541109327626,0.0,0.005952380952380952
kissIce,0.4774303683737646,0.0,0.004464285714285714
lingxiaoda,0.47779096532872967,5.605570593860993e-05,0.005952380952380952
nonetallt,0.4774303683737646,0.0,0.004464285714285714
yykpf,0.47314527905403,0.0,0.002976190476190476
yzrzr,0.47923881673881674,8.427364984742034e-06,0.011904761904761904
liubangde88,0.47599340714464866,0.00015869281258093263,0.013392857142857142
acmenchen,0.4851190476190476,0.0002508797436346422,0.010416666666666666
limingxinleo,0.4942150297619048,0.006091951598362972,0.06398809523809523
puj798,0.4734994297120046,0.0,0.004464285714285714
to2false,0.5101574500768049,0.0006803338231963711,0.10714285714285714
lovephalcon1990,0.4734994297120046,0.0,0.004464285714285714
aprchen,0.5126379563170487,0.0023071578879827925,0.11607142857142856
jxy918,0.5036586290567182,8.664956504002699e-05,0.10267857142857142
cjieyan,0.4734994297120046,0.0,0.004464285714285714
whistling,0.4781521074038081,4.355386647275088e-05,0.00744047619047619
SuccessGo,0.4338787641256777,4.989887162018309e-06,0.008928571428571428
vvphp,0.4774303683737646,0.0,0.004464285714285714
Tamce,0.41783040825312956,0.0,0.002976190476190476
allovine,0.47960215170222753,0.0,0.005952380952380952
igo9go,0.47923881673881674,0.0,0.004464285714285714
ennm,0.4774303683737646,0.0,0.004464285714285714
menzhu,0.4175546126041176,0.0,0.001488095238095238
xskit,0.4799660380085266,1.3044270682124634e-05,0.011904761904761904
puwei3402023,0.47314527905403,0.0,0.002976190476190476
Xleetoe,0.47779096532872967,8.666738760415578e-06,0.005952380952380952
mlsjla,0.5028578999167235,0.0,0.10119047619047619
minxinqing,0.4803304769136204,1.8074480164644102e-05,0.008928571428571428
kai-xx,0.47314527905403,0.0,0.002976190476190476
wojiukankan,0.47314527905403,0.0,0.002976190476190476
jqhph,0.5122228648544439,0.0008553352604096831,0.11309523809523808
zhou01,0.4781521074038081,4.355386647275088e-05,0.00744047619047619
wujunze,0.4862376926174006,0.003597267890174502,0.03125
Jamlee,0.4788760318661908,3.3265914413455397e-06,0.00744047619047619
Super-Boom,0.5028578999167235,0.0,0.10119047619047619
andy236726493,0.47779096532872967,0.0,0.005952380952380952
highwayliu,0.4840055379458593,9.2211706673065e-06,0.008928571428571428
libwiki,0.4175546126041176,0.0,0.001488095238095238
scguang301,0.5028578999167235,0.0,0.10119047619047619
1920853199,0.47456506983888824,3.137396553406773e-05,0.008928571428571428
lizhanghu,0.47851379583603487,0.0,0.005952380952380952
wydhit,0.4843761394297382,8.589838334888368e-05,0.010416666666666666
ijisong,0.47779096532872967,0.0,0.005952380952380952
crystal9002,0.4359719077155328,0.0,0.002976190476190476
lizhanfei,0.47314527905403,0.0,0.002976190476190476
zhwei,0.47923881673881674,0.0,0.004464285714285714
zhong-zhen,0.47779096532872967,0.0,0.005952380952380952
linkdrone,0.47314527905403,0.0,0.002976190476190476
maxsky,0.4821610046457607,0.0,0.019345238095238096
QiiSyhx,0.4799660380085266,0.0,0.00744047619047619
yaowenqiang,0.5028578999167235,0.0,0.10119047619047619
zxl409774878,0.4359719077155328,0.0,0.002976190476190476
studyzhanglei,0.5060761904761905,0.00026686044666599814,0.1056547619047619
GraciousVertex32,0.4734994297120046,0.0,0.004464285714285714
videni,0.47314527905403,0.0,0.002976190476190476
nilsir,0.47314527905403,0.0,0.002976190476190476
yinjiajiu,0.4738541109327626,4.412749948464235e-05,0.005952380952380952
CoolDUp,0.47923881673881674,0.0,0.004464285714285714
wilbur-yu,0.4821610046457607,0.0,0.019345238095238096
zghsh123,0.4175546126041176,0.0,0.001488095238095238
Barbery,0.4781521074038081,0.0,0.00744047619047619
sleep-go,0.4734994297120046,0.0,0.004464285714285714
Aaron-QL,0.4774303683737646,0.0,0.004464285714285714
costa92,0.47492134992134993,0.0,0.005952380952380952
linjuchen,0.48252878573244706,3.4441662076322516e-05,0.020833333333333332
Ckeungkin,0.47420932390947385,0.0,0.005952380952380952
strivefatup,0.5028578999167235,0.0,0.10119047619047619
yyyThree,0.4806954696772326,1.0804314083002608e-06,0.010416666666666666
lackoxygen,0.5028578999167235,0.0,0.10119047619047619
yangjieqq,0.4803304769136204,0.0,0.008928571428571428
linuxlan,0.4734994297120046,0.0,0.004464285714285714
alawnchen,0.4362725779967159,0.0,0.004464285714285714
akrick,0.5032579459787097,0.00010604290264179564,0.10267857142857142
masixun71,0.47923881673881674,0.0,0.004464285714285714
JoeXiong,0.47779096532872967,0.0,0.005952380952380952
hhf666feng,0.4332844096542727,2.956970170084924e-06,0.00744047619047619
abnereel,0.5028578999167235,0.0,0.10119047619047619
yangguangwuwu,0.5028578999167235,0.0,0.10119047619047619
suzhiF,0.47779096532872967,1.479013115429977e-05,0.005952380952380952
huazaili,0.47923881673881674,0.0,0.004464285714285714
lijiuhui,0.4734994297120046,0.0,0.004464285714285714
huxiaoguang,0.5028578999167235,0.0,0.10119047619047619
heshiweij,0.47851379583603487,1.112384016365281e-05,0.00744047619047619
maimake,0.4774303683737646,0.0,0.004464285714285714
herenet,0.47923881673881674,0.00015274511029780382,0.008928571428571428
f39516046,0.5032579459787097,8.286908901663e-05,0.10267857142857142
mhf-ir,0.4738541109327626,0.0,0.004464285714285714
duzh,0.4774303683737646,0.0,0.004464285714285714
trising,0.4774303683737646,0.0,0.004464285714285714
Johnzero,0.4774303683737646,0.0,0.004464285714285714
allenbin,0.4738541109327626,0.0,0.005952380952380952
cooly-me,0.47456506983888824,0.0,0.004464285714285714
zoulongbo,0.47314527905403,0.0,0.002976190476190476
JamesChengHF,0.4738541109327626,0.0,0.005952380952380952
doucheng,0.47314527905403,0.0,0.002976190476190476
manaphp,0.5028578999167235,0.0,0.10119047619047619
iua1024,0.4175546126041176,0.0,0.001488095238095238
ogreks,0.4774303683737646,0.0,0.004464285714285714
dusong0717,0.5028578999167235,0.0,0.10119047619047619
zhangchunkui123,0.4175546126041176,0.0,0.001488095238095238
simapple,0.5028578999167235,0.0,0.10119047619047619
HZMarico,0.5028578999167235,0.0,0.10119047619047619
601157475,0.5036586290567182,0.0005637780447499421,0.10416666666666666
digloong,0.47779096532872967,0.0,0.005952380952380952
cornsauce,0.47779096532872967,0.0,0.005952380952380952
ytd7777,0.4803304769136204,2.0373172451626783e-05,0.008928571428571428
a67793581,0.47314527905403,0.0,0.002976190476190476
phper666,0.5028578999167235,0.0,0.10119047619047619
touch888,0.48586423816838564,0.0014996584112505229,0.016369047619047616
jonny77,0.4799660380085266,2.952585917776465e-05,0.00744047619047619
FFAIY,0.4654858264129787,1.4153134495906477e-05,0.008928571428571428
sunyang3721,0.46480179139988104,8.870910510254773e-07,0.005952380952380952
kcloze,0.4644605272358576,0.0,0.005952380952380952
manyoubaby123,0.46411976382629355,0.0,0.004464285714285714
dirklu,0.45445060207991245,0.0,0.002976190476190476
zuoqiang320,0.45412436331316447,0.0,0.001488095238095238
shaniu00,0.47103145055490553,4.605657050036441e-05,0.00744047619047619
wu50,0.46377950006982266,0.0,0.002976190476190476
laocainiao,0.4644605272358576,0.0028874813710879285,0.004464285714285714
vyaaki,0.46141155222118024,0.0,0.004464285714285714
yyuemc,0.45641792070363496,2.883045915832801e-06,0.010416666666666666
DobeLee,0.45412436331316447,0.0,0.001488095238095238
MonkWang,0.45412436331316447,0.0,0.001488095238095238
kxg2020,0.45412436331316447,0.0,0.001488095238095238
leablogs,0.46174834897462635,1.2875140948911442e-05,0.005952380952380952
hzccc,0.46107524642510067,0.0,0.002976190476190476
Jurigag,0.45445060207991245,0.0,0.002976190476190476
iyueshang,0.4644605272358576,0.0,0.005952380952380952
lipengyao2016,0.4547773099174968,0.0,0.004464285714285714
Uestczhouxin,0.4547773099174968,0.0,0.004464285714285714
autumnattack,0.45412436331316447,0.0,0.001488095238095238
